root_id,cell_type,current_predicted_nt,verified_nt,evidence_source,evidence_confidence,pattern,proposed_action
720575940614171875,R8,GABA,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940614174435,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614181357,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614191587,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614193389,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614197229,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614213603,Dm12,GABA,GLUT,"Davis et al., 2020",4.0,Dm_GLUT_confusion,"Review for relabel: classifier predicted GABA, literature verifies GLUT (source: Davis et al., 2020, confidence 4.0/5)"
720575940614225389,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614228963,Dm9,ACH,GLUT,,,Dm_GLUT_confusion,"Review for relabel: classifier predicted ACH, literature verifies GLUT (source: nan, confidence nan/5)"
720575940614237871,Dm1,GABA,GLUT,"Davis et al., 2020",4.0,Dm_GLUT_confusion,"Review for relabel: classifier predicted GABA, literature verifies GLUT (source: Davis et al., 2020, confidence 4.0/5)"
720575940614251747,R7,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614268653,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614299107,R7,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614309992,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614320488,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614325608,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614330287,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614340242,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614351175,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614357407,ORN_DL4,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614367981,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614369517,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614374893,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614376173,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614385901,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614399725,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614401455,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614410719,ORN_DL3,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614421457,Dm12,GABA,GLUT,"Davis et al., 2020",4.0,Dm_GLUT_confusion,"Review for relabel: classifier predicted GABA, literature verifies GLUT (source: Davis et al., 2020, confidence 4.0/5)"
720575940614427055,ORN_DM2,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614457581,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614488045,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614500392,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614542255,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614555629,R7,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614562856,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614568111,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614577960,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614588200,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614600755,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614610630,ORN_DM3,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614646312,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614650799,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614650920,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614661416,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614664623,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614670120,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614675752,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614690029,Dm9,ACH,GLUT,,,Dm_GLUT_confusion,"Review for relabel: classifier predicted ACH, literature verifies GLUT (source: nan, confidence nan/5)"
720575940614692271,R7,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614698536,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614713511,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614716141,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614723495,ORN_DA4m,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614724783,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614725295,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614726546,ORN_DM3,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940614727720,R8,GLUT,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940614731304,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614742751,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614750127,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614766131,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614770216,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614774703,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614783027,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614795571,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614814383,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614826449,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614845491,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614850479,R8,GABA,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940614860851,R7,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614874110,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614884817,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614891518,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614904273,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614915379,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614921523,R1-6,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614929361,R8,GLUT,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940614931013,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614934323,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614935347,R1-6,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614940847,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614944209,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614969395,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940614969651,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615016359,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615026174,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615028433,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615030993,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615046451,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615047219,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615051304,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615051315,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615052946,R8,GABA,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940615062959,Dm9,ACH,GLUT,,,Dm_GLUT_confusion,"Review for relabel: classifier predicted ACH, literature verifies GLUT (source: nan, confidence nan/5)"
720575940615066152,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615071027,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615071283,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615079079,R7,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615082671,Dm9,ACH,GLUT,,,Dm_GLUT_confusion,"Review for relabel: classifier predicted ACH, literature verifies GLUT (source: nan, confidence nan/5)"
720575940615085054,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615093398,ORN_DL3,SER,ACH,"Carlsson et al., 2010; Yasuyama et al. 1999",5.0,ORN_SER_confusion,"Review for relabel: classifier predicted SER, literature verifies ACH (source: Carlsson et al., 2010; Yasuyama et al. 1999, confidence 5.0/5)"
720575940615102375,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615118846,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615126270,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615135919,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615136674,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615140561,R1-6,OCT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted OCT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615141585,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615143121,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615149566,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615153071,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615169959,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615173799,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615177011,Dm12,GABA,GLUT,"Davis et al., 2020",4.0,Dm_GLUT_confusion,"Review for relabel: classifier predicted GABA, literature verifies GLUT (source: Davis et al., 2020, confidence 4.0/5)"
720575940615179774,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615182033,R7,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615188626,Dm12,GABA,GLUT,"Davis et al., 2020",4.0,Dm_GLUT_confusion,"Review for relabel: classifier predicted GABA, literature verifies GLUT (source: Davis et al., 2020, confidence 4.0/5)"
720575940615189758,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615193854,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615197491,Dm9,ACH,GLUT,,,Dm_GLUT_confusion,"Review for relabel: classifier predicted ACH, literature verifies GLUT (source: nan, confidence nan/5)"
720575940615199143,R8,GLUT,"ACH,HIST","Davis et al., 2020; Sarthy 1991",5.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies ACH/HIST (source: Davis et al., 2020; Sarthy 1991, confidence 5.0/5)"
720575940615203793,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615206823,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615223038,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615225234,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615229393,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615230982,R1-6,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615232977,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615244851,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615246387,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615247010,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615262610,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615268350,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615271591,R7,GLUT,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GLUT, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615298302,R1-6,ACH,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted ACH, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
720575940615301031,R1-6,GABA,HIST,"Davis et al., 2020",4.0,categorical_blindspot_HIST,"Review for relabel: classifier predicted GABA, literature verifies HIST (source: Davis et al., 2020, confidence 4.0/5)"
